,konkani,label
1094,हे जंतू शरिराक जावपी साद्या घाव्यांतल्यान भितर सरतात.,negative
1095,स्कियींग सगल्यां खातीर उकतें आसता.,positive
1096,परत परत ओंकपाक येता.,negative
1097,ओपियम  म्हणल्यार अफीम.,neutral
1098,आपल्या कुडीच्या साप्‍ताहिक आदाराचेर मापात.,neutral
1099,आमच्या देशांत फकत शाराच्या लागसारची कृशी अशा स्थितींत पळोवपाक मेळटा.,neutral
1100,गुडगुडपा वांगडा हागवणूय लागता.,neutral
1101,हें खर्‍यांनीच आंगार कांटो फुलोवपी कशें.,positive
1102,हाचे फुडें कांश्याची मूर्त आसा जी बावेरिया राज्याचें प्रतिनिधित्व करता.,neutral
1103,खाजूर भलायकेच्या गुणांनी भरिल्लो आसता.,positive
1104,तांणी आमकां घेरले.,neutral
1105,"सुकिल्लें तोंड, दुकां आंटिल्ले दोळे जातात.",negative
1106,सगळ्यांनी खूब काम केलां.,positive
1107,खाणाजेवणा संबंदींच्यो चुकीच्यो संवयो सुदारात.,negative
1108,हें वखद दागांचेर लायिल्ल्यान खूब फायदो जाता.,positive
1109,"पूण बुडपाचो भंय नासता , कारण तांणी लायफ जॅकेट घाल्लें आसता.",negative
1110,हे खातीर बर्फाचे कुराडीच्या उणावाक लागून गंभीर अपघात जावं येतात.,negative
1111,"रस्त्यांत भोजवासाक , चिडवासाक रावपाच्यो सुवातो आसात.",neutral
1112,"रक्तदाबाचो परिणाम म्हणल्यार अखेरेक आमचीं मुखेल आंगां जशीं मेंदू, काळीज आनी मुत्रपिंड इबाडटात.",negative
1113,"तेन्नाच भलायकी बरी उरतली, जेन्ना सामकें नितळ आनी शुद्ध उदक मेळटलें.",positive
1114,बोटांनी रगत एकठांय जालें.,negative
1115,खरड पडप ही पिडा न्हय.,negative
1116,कांय वेळा उपरांत हळडुव्या रंगाची खूण जाता जातूंत पूं भरिल्लें आसता.,neutral
1117,सैमाचो वेग स्विकारात धैर्य हेंच ताचें गुपीत.,negative
1118,शेत कमीत कमी दोन तीन फावटी नांगरून भुसभुशीत करपाक जाय.,negative
1119,ताचें हड्डें आंवुळटा.,neutral
1120,कृषी उत्पादना खातीर उदक खुबूच गरजेचें तत्व आसा.,positive
1121,सामकें खरें सांगले उपन्यास सम्राटान.,positive
1122,१९७२त स्वदेशांत परत आयलो.,neutral
1123,"तशें अस्थमा खंयचेय पिरायेंत जावं येता, पूण चडशें हाची सुरवात ल्हानपणांतच जाता.",neutral
1124,हे तरेन पुराय जीण संगीत शास्त्राची कठीण समस्या सोडोवपांत उरली.,negative
1125,"थकव्याच्या मानसीक कारणांनी चिंता, ताण, बेजार येवप भितरलें झूज हीं नांवां मेजूं येतात.",negative
1126,पोटाचे सुजे खातीर  कालोसिन्थ  जादवाचें वखद.,positive
1127,ह्या कार्या खातीर व्हडले व्हडले बुलडोजर्स आनी जड मशिनांचो प्रयोग करतात.,neutral
1128,हांगा मेरेन की कठीण आव्हान पूर्ण करपाक लेगीत ह्या विद्यार्थ्यांक उणी गडबड केली.,negative
1129,वेगवेगळ्या जैवीक क्रियेंत धातू आयनांचे कांय कमी प्रमाणांत तर कांय चड प्रमाणांत म्हत्वपूर्ण योगदान आसता.,positive
1130,हें सूत ओडचें न्हय.,negative
1131,मलयाल कलाग्राममाक लागींचें रेल्वे स्टेशन म्हणल्यार माही.,neutral
1132,दोनूय वटेंतल्यो ट्रेनी येवन आर पार उब्यो रावताल्यो.,neutral
1133,"ट्रॅकोमा दुयेंस एका दुसर्‍या कडेन म्हेळ्या हातांनी, दुशीत तुवाल्यान बी पसरत वता.",negative
1134,"हाणें केंस काळे उरतात, पडनात आनी दाट जातात.",negative
1135,"संपादक परंपरेचो पराभव असोच जावक ना, हाचें खर राजनितीक कारण आसा.",positive
1136,आमची संस्कृती परिवर्तन विरोधी संस्कृती आसा.,negative
1137,हेच तरेन पयल्या एका अर्थीक वर्सांत चडशें अनुदान वाडोवन ५ कोटी रुपया केलां.,neutral
1138,कापिल्ल्या फुलांचो कारबार खूब देशांनी वेगान वाडटा.,positive
1139,५० परसूय चड काळे गेंडे लेक मनयारा नॅशनल पार्काक समृद्ध करतात.,positive
1140,कोडू बादामाचें पाश्त माथ्यांतले कातीर चोळ्ळे उपरांत भुरग्यांचें माथें धुयात.,negative
1141,पीक पेरतकच १२० दिसां उपरांत पयले कापणे खातीर तयार जाता.,positive
1142,कण्णूरचो करिप्पुर आंतरराष्ट्रीय विमानतळ कव्वायी तळ्या सावन 93 किलोमिटर अंतराचेर आसा.,neutral
1143,बेचैनी तशीच उरता.,negative
1144,"हे पद्दतिंतल्यान संत्रां, लिंबू आनी वरगोवोट हांचे पसून परमळीत तेल प्राप्त करतात.",neutral
1145,ह्या सुवातांचेर येसाय आनी रोमांचा खातीर बनावटी क्लायंबींग वणत बांदतात.,negative
1146,तशे सावथ आफ्रिकेक पुराय वर्साक केन्नाय वचूं येता.,neutral
1147,"चड करून जीं प्रवासी सवणीं हांगा आयिल्लीं , तें उडून तांचे वांगडा गेलें.",neutral
1148,सेवांक लिंग संवेदनशील करप.,neutral
1149,जर तुमच्या पांयांत रक्‍ताची व्हांवणी मंद आसत.,neutral
1150,फुगांवांचें वासीन एका वर्साचे पिराये उपरांत करतात.,negative
1151,कान्हाचीं लागींचीं रेल्वे स्टेशनां जबलपूर आनी बिलासपुर आसात.,neutral
1152,हे तरेन कानांत पडिल्ली वस्तू सोंपेपणान काडूं येता.,negative
1153,हांचे बाबतींत समजले आनी आयकले उपरांत तीं पळोवपाची इत्सा जाता.,neutral
1154,गरजे भायर उलोवप आनी हांसप.,positive
1155,"तुमच्या घरांत, उद्‍देगीक एककांत, कार्यालयांत, बी चडांत चड तुळशीचे रोंपे लायात.",neutral
1156,तकलेची मेल्ली कात काडून उडोवपांत मेथी मजत करता.,neutral
1157,चिंगमाक लागून दांत लींप दवरपाक मजत मेळटा.,positive
1158,ह्या पार्कांनी किण्णताय आनी शांत वातावरण खूब गरजेचें आसता.,positive
1159,राग ही एक सामान्य प्रक्रिया.,negative
1160,चड पिरायेर गर्भधारणेंत लेगीत गर्भघात जावपाची शक्यताय वाडटा.,positive
1161,सादारणपणान पॅप चलयांक 15 वर्सांचे पिराये उपरांत जावंक लागता.,negative
1162,अमिताभा शिवाय रफीक शम्मी कपूर आनी धर्मेंद्राचे सिनेमाय खूब आवडटाले.,positive
1163,कांय मनशांच्या दोळ्यां भितर एका विशेश प्रकारचें आकर्शण पळोवंक मेळटा.,positive
1164,सुरवातीक कुडकुडो येवन जोर येता.,positive
1165,हांगाचीं तप्‍तकुंडां हांगाच्या वातावरणाक गरम दवरतात.,positive
1166,शाम्पू घाले उपरांत कण्डिशनर घालचो.,neutral
1167,उलोवपाचे शब्द वा भाशेक नाटकीय तरेन दवरपाचे वयरय बी विशेश ध्यान दिवंक जाय.,positive
1168,रक्ताळिल्ल्या बिकाचो उपचार करचे पयलीं दुयेंतीक मलावरोध काबार करपाची गरज आसता.,negative
1169,उपरांत ह्या पुळयांतलें उदक सुकून खुरेंड़ पडटात.,neutral
1170,जेवणांत बदल करात.,neutral
1171,कोल्ड स्टोरेजाच्या उणावाक लागून शेतकार बटाटाची पीक अशींच सोडटात.,negative
1172,सद्‍दां व्यायाम करचो.,neutral
1173,अशा स्थितींत उत्सव आनी प्रदर्शनाच्या बरोबर मनोरंजनाचें साधनांचोय उत्कर्श जालो.,positive
1174,कशें वाटावप ?,neutral
1175,रक्ताळिल्ल्या बिकांत फोडांनी सूज आयिल्ल्यान दुयेंतीक खूब त्रास जातात.,negative
1176,जाल्यारूय भारतांत फळांचे सालीं पसून १८ प्रतिशें तेल प्राप्त करतात.,neutral
1177,हो सकाळीं आनी सांजेचो घट झेल जावं येता.,negative
1178,रोंप्यांची मुळां सगळ्या जिवन काळांत सक्रीय आसतात.,negative
1179,उन्मादाची निर्मणी कितल्याशाच कारणाक लागून जावं येता.,positive
1180,पयस पयस पातळिल्लें मखमली मळ देवदारांच्या रानान वेश्टलां.,negative
1181,हाचो उपेग मनीस तशेंच जनावरां दोनांयच्या जेवणांत जाता.,neutral
1182,अल्मोडा अंगोरा हें सोंशाचे काती पसून तयार केल्ल्या कपड्यां खातीर फामाद आसा.,neutral
1183,बरे जायनाशिल्ले तुमोर कॅन्सर आसतात.,negative
1184,सैमीक संरक्षणाचे हाचे परस बरी देख दुसरी मेळची ना.,negative
1185,शेवणो ताचे पसून सावध रावतालो पूण आतां तर ताका ताच्या भुरग्यां खातीर वखद जाय आशिल्लें.,positive
1186,कितलेंशेंच पळयत आयकत आमी जाफरान भारतीय उपहारगृहांत पावले.,positive
1187,"ह्याच आगळ्या रेंवटांत निवलकाणी , ज्वालामुखी आनी गरम उदकाचीं थळांय आसात.",positive
1188,टॅक्सींतल्यान तुमच्यांनी अडेज वरांनी पुडुचेरी पावूं येता.,negative
1189,"हरशीं वाय जावप एक सादारणशी गजाल, पूण केन्ना केन्ना ही बैचैनी निर्माण करपी आनी हेर स्थिती निर्माण करता.",negative
1190,बाळंटेर आनी बाळ भलायकी ( आर.सी.एच. ) एक एकठांयिल्ली कार्यावळ.,neutral
1191,गैर आनी अग्नीनृत्य मुखेल आकर्शणां आसतात.,neutral
1192,सगल्यांत पयलीं म्हयन्याचें बंद जाता.,neutral
1193,खूब चड ओंकूंक येवप.,negative
1194,गोडेंमूत आनी हाचे संबंदींत आडखळींचो उपचार म्हारग आसता.,negative
1195,कोटांत भैरवाचो जल्मदीस मार्गशीर म्हयन्याचे अश्टमीक ( नोव्हेंबर ) मनयतात.,positive
1196,तेच बाराबर यात्रा कंपनीं कडल्यान विमो वा लुकसाण भरपाय हांचे नेम लेगीत जाणा जायात.,negative
1197,कर्नाटक संगितांत मायामालवगौडाच्या पयलीं  धिरशंकराभरण  ( बिलावल ) ह्या स्वरां पसून संगीत शिक्षण सुरू जातालें.,neutral
1198,बुरशे हात वापरचे न्हय.,negative
1199,काळजाच्या मासपेशींनी आयिल्लो इबाड लेगीत हेर दुयेंसां वरवीं सारको जावं येता.,negative
1200,हड्डें आंवळिल्ले वरी जाणवता.,negative
1201,नाकाचें दुयेंस चड शिंको येवप.,negative
1202,हांगा एका पिपळाच्या रुखा सकयल श्रीकृष्ण दुखेस्त मुद्रेंत बशिल्ले.,negative
1203,ह्या खातीर तत्काळीन नवीनताय आशिल्ल्या समाचारांची सर्वश्रेश्ठ महत्वाची अट आसा.,positive
1204,ह्या जाळ्यांतल्यान प्रकाश संयोगीकरण क्रियेचेर वायट परिणाम पडटा.,negative
1205,ताळ्याक थंडसाणीच्या कारणां पसुनूय वाटावंक जाय.,negative
1206,आमी थकिल्लीं टक लावन त्या उंटांच्या कळपाक पळयतालीं.,negative
1207,द्वारका आमच्या देशाच्या चार मुखेल तिर्थस्थानां मदलें एक.,positive
1208,"लग्न , पार्ट्यो , आनी खास सुवाळ्यां खातिरूय ही सामकी बरी सुवात.",positive
1209,श्रीनगरा उपरांत पीपलकोटींतूच सगल्यो गरजेच्यो वस्तू मेळूं येतात.,neutral
1210,बेशुद्ध लेगीत जाता.,neutral
1211,कुश्टरोग हो एका जंतू पसून जावपी संसर्गीक रोग.,neutral
1212,श्रीकृष्ण जल्माश्टमी वेळार देवळाची सोबीतकाय पळोवपा सारकी आसता.,neutral
1213,पूण तळ्यां वाठारांतूच आशिल्लें रॉक गार्डन केन्नाच विसरूंक जायना.,positive
1214,सॅडलपीक राष्‍ट्रीय उद्यानांत मेळपी रानटी जनावरां रानदुकर आनी चितळां आसात.,neutral
1215,हें दोनूय कवच जिणे काळाचे निमणें पावलांत घट जातात.,positive
1216,हाचे उपरांत हांसात आनी व्हडा व्हडान हांसात.,positive
1217,रोंपणेच्या तीन आठवड्या उपरांत कलमांनी कोम येवंक लागतात.,neutral
1218,ताणे सहसा प्रेसाचे जायरातींचेर विश्वास दवरचो न्हय तशेंच आपले वतीन ताचे निरिक्षण परिक्षण मुजरत करचें.,negative
1219,एनिमिया पसून रक्षण आनी उपचार.,neutral
1220,आनीक कांय लक्षणां लेगीत गंभीर घाताच्यो निशाण्यो.,negative
1221,"नाल्ल इंफ्लुएंजा, चरतें, फुगांव, हेपेटायटीस, एडस सारक्या दुयेंसां खातीर जापसालदार आशिल्ल्या वायरसाक काबार करता.",negative
1222,तुमच्यांनी संवसारांतले खंयचेय सुवातेर सावन वायू मार्गान पथीरामनालाक पावूं येता.,neutral
1223,"पोतयो योग्य आसतात , घेवन वचात.",positive
1224,दनपारच्या वेळार हें पुराय गरमेंत हालोवपाचें आसता.,positive
1225,हे स्थितींत ताळो इबाडिल्ल्यान खोंकलेची निर्मणी जाता.,neutral
1226,सुर्यान तापिल्ल्या पाचव्या उदकान दिसांतल्यान कांय फावटीं दोळ्यांचेर उदक मारात.,negative
1227,जिविका चलोवपा खातीर ताणें तरेतरेच्यो ल्हान व्हड नोकर्‍यो केल्यो.,negative
1228,हांतुतल्यान आपले जिणेंत वांटेकार करून ताण मुठींत हाडूं येता.,negative
1229,रान वाठार बरो आसा.,positive
1230,नॉर्थ बटन द्वीप राष्‍ट्रीय उद्यानांत साबार तरांचे पांखे मेळटात.,neutral
1231,ध्यान लावं येता.,neutral
1232,यानाचेर तुमचें स्वागत आसा.,positive
1233,अलइटालिया एअरलायन्स वा युरोफ्लाय विमान सेवा सरळ इटलीचें राजपाटण रोम मेरेन उड्डाण करतात.,neutral
1234,विश्वनाथाचें देवूळ आपले उत्कृश्ट मुर्तीकले खातीर फामाद आसा.,positive
1235,कोणार्क रस्त्या मार्गान देशांतल्या मुखेल नगरां कडेन जोडिल्लें आसा.,neutral
1236,सरकारी छाप बी हांची बेकायदेशीर निर्मणी वा विक्रयाचो येत्न.,negative
1237,धर्मेंद्र हो मीना कुमारीच्या जिणेंत येवपी तिसरो स्वार्थी दादलो आशिल्लो.,negative
1238,अखेर मेरेन मुंबयंत रावलो आनी १६ मार्च १९४६ ह्या वर्सा देवा कडेन गेलो.,positive
1239,सादारणपणान उपखंडीय भारताक दक्षीण भारताच्या रुपांत वळखतात.,negative
1240,"नायलॉन, बीचे मोचे घालपा पसून वाटायात.",neutral
1241,"सांगो, खनीज आनी विटामीन्स हांचो लेगीत बरो स्रोत आसा.",positive
1242,खाडी युद्धान टेलिविजनाचे दुनियेंत आनी सुचनेच्या क्षेत्रांत बुन्यादी परिवर्तन केल्ले.,negative
1243,प्राचीन काळांत हें नुस्तेकार आनी हेर लोकां जातींची रावपाची सुवात आशिल्ली.,negative
1244,सिम्फाइटम  वेगान हाड जोडटा.,negative
1245,सात्वीक आहार घेवचो.,neutral
1246,"जसो जसो तो धांवतालो, तशें तशें ताचें आंग दैत्य दानवा भशेन वाडत गेलें.",positive
1247,हातूंत खाज येवंक लागता.,negative
1248,लिमिथांगा सावन २५ कि.मी.चेर नामलिंग रस्त्यार कामगारांची वसती आसा.,neutral
1249,जर चड वेळा मेरेन ही स्थिती आसत जाल्यार मुत्रपिंडांच्यान काम करपाचें बंद करूं येता.,negative
1250,चंवराची वाट पळोवपी आंब्याच्या बागेंत पावस लाबदिणो सिद्ध जाता.,negative
1251,शिंयाच्या मोसमांत चरबेचो शिमीत आनी योग्य उपेग गरजेचो.,negative
1252,हाचे भायर पाणचक्की आनी भांगराचो महालूय हांगाचीं पळोवपा सारकीं स्थळां.,positive
1253,ह्या खातीर प्रिंट मिडीयाच्यो शक्यतायो सोपूंक नात.,negative
1254,सादारण काम करपी गोड्यामुताच्या दुयेंतीक सुमार 1500 ते 2000 कॅलरींची गरज पडटा.,neutral
1255,मेंदवाचे रचणुकेंत दोशाक लागून बायपोलर डिसऑर्डर जाता.,negative
1256,मेथी केंसांतली काडपा वेळार ताज्या वा दुगदुगीत उदकाचो वापर करचो.,positive
1257,चिंते पसून स्वताक वाटायात.,neutral
1258,हॅपटायटीस-बीक लागून पुराय वर्सभरांत दर दिसा एड्साचे तुळेन चड लोक मरणाक बळी पडटात.,negative
1259,उडिसाचो  गंजाम  जिल्लो सैमीक आसपतीन भरला.,neutral
1260,पूण मरसर तळ्याचें उदक एकठांय करून ताचें निर्माण केलां.,neutral
1261,हांगाच्या असैमीक तळ्यांत स्विमींग पुला बाराबरूच व्हड्यां भोंवडेचीय वेवस्था आसा.,negative
1262,आमच्या देशांतल्या कांय वेंचीक शारांनी आतां ही सुविधा आसा.,positive
1263,हाचे खातीर तुमी मेडिटेशन वा ब्रिदिंग एक्सरसायज करूंक जाय.,neutral
1264,दोतोरांच्या मता प्रमाणें सी जिवनसत्व एक चमत्कारीक वखद.,neutral
1265,उकते सुवातेर सावन तुमचे खाटीर लेगीत त्यो तुमकां मेळूं येतात.,neutral
1266,१८५५ ह्या वर्सा ब्रिटनांत स्टांप ड्यूटी सोंपिल्ल्यान पत्रांचे प्रसार वाडूंक लागले.,neutral
1267,दुयेंत सुस्त उरता.,negative
1268,दोनय एकाच बरोबर उलयलें.,neutral
1269,चौबटिया ही एक बाग.,neutral
1270,"पाठक , खूबशे आमचें मत तीस चाळीस इतलें आसा.",neutral
1271,काना फाटल्यान आंवाळो दवरिल्ल्यान लेगीत लाब जाता.,negative
1272,खूब चड शिंयांत काळजाच्या दुयेंतीं खातीर पासय लुकसाण करपी थारूं येता.,negative
1273,१९६० वर्सा मेरेन काम केलें.,neutral
1274,जैताचे रक्कमेचो थोडो भाग राष्ट्राक मेळटालो.,positive
1275,हाचे पसून सुद्दा ताचे लोकप्रियतायेंत वाड जाली.,positive
1276,मुत्रपिंडांनीय जाळ पडटा आनी दुखता.,neutral
1277,पर्यटक प्रवेश करतात.,neutral
1278,मोनोन्युरोपॅथी दुयेंस वेगान वाडटा.,negative
1279,सुमार म्हयनोभर परत परत पातळ परसाकडेन जावप.,negative
1280,"मेथी, वोवों, बथुआ, जायफळ, बी गरम दवरपांत फायद्याचें आसतात.",positive
1281,थियेटरांत कलेचे नमुने तुमी खुबशे फावटीं पळयल्या आसतले.,neutral
1282,रोंप्यांची वाड थांबता आनी फुलांची संख्या कमी जाता तशेंच उत्पादकताय कमी जाता.,neutral
1283,माध्यमां आनी पत्रकारां खातीर खास वेवस्था आसतली.,positive
1284,ते उपरांत ते सवंगांच्या कथांचे सुरवातीचे अंश प्रस्तूत करता.,negative
1285,वाडटे पिरायेक लागून जावपी हाडांच्या दुबळेपणाच्या दुयेंसाक ऑस्टियोपोरोसीस म्हणटात.,negative
1286,दुपेट जाल्ल्यानूय सुसेग मेळनासत.,positive
1287,कुल्लू दैवतांच्या घांटींचें आपलें एक वेगळें आकर्शण आसा.,positive
1288,शीत खूब गुणकारी आसतां.,positive
1289,"पूण हय, खर दनपरां वा खर वतांत तांबड्या रंगाच्या लिपस्टिकेच्या वापरा पसून वाटावपाक जाय.",positive
1290,देवूळ भव्य भवनां आनी कांय रूख हांणी घेरलां.,positive
1291,नाल्लाचें फळूच न्हय तर ताचीं साल्लां लेगीत गुणकारक आसात.,positive
1292,हाका देशी नांगरा वांगडा दांडो लावन वापरिल्ल्यान बरें जाता.,positive
1293,संधिवाताची सुरवात अचकीत जाता.,negative
1294,चामराज सागर  सहली खातीर एक बरी सुवात.,positive
1295,स्वताच्या पुताची प्रतिभा पळोवन ताणें शंकरनाक कथकली नृत्य शिकपाची परवानगी दिली.,neutral
1296,हाका लागून पोटांत इबाडटा.,negative
1297,ह्या तेलाचें उत्पादन करपाचें मुखेल कारण आसा हाचें सायट्रल सांद्रण.,negative
1298,"दोन मिणटां मेरेन हो लावनूच दवरचो, मागीर साद्या उदकांत धुवचे.",negative
1299,यादस्तिकांत जोधपुराच्या पोरणीं म्हाराजांचीं चित्रां लायल्यांत.,neutral
1300,वापरतात त्यो चडश्यो वस्तू सैमीक आसात वा सैमीक पद्‍दतीन केल्यात.,positive
1301,"तशी ही  बोली  , तिची स्वताची लिपी ना.",neutral
1302,हाडां सामकीं अशक्त आसत पूण भुरगो थुलथुलीत दिसता.,negative
1303,चड वेळा मेरेन कांयच खायना जाल्यार अभ्यासांत मन लागना.,negative
1304,सीट वेंचतना सुसेगाचें ध्यान दवरात.,neutral
1305,बुकींग ऑनलायन आसा.,neutral
1306,सादारणपणान हो प्रस्न गिरायकां खातीर एक गुपीत.,negative
1307,वैष्णो देवीचे यात्रेंत धार्मीक आनंद आपले तेंगशेर आसता.,neutral
1308,जर कसलेय तरेची समस्या आसत जाल्यार तिचे पसून मेकळीक मेळूं येता.,negative
1309,गुप्‍तांगांतल्यान येवपी घाण वास वा खाज बायलां खातीर चडशीं त्रासाचीं आसतात.,neutral
1310,"जैवीक धान्य, गंव, बटाट, मसालो बी शेतकारां कडल्यान विकत घेवन विकतात.",neutral
1311,हें सारकें व्हय ?,neutral
1312,अभ्यासांत णव वर्सांच्या 8 चलयांनी आनी 12 चल्यांनी वांटो घेतिल्लो.,neutral
1313,दुर्दैवान म्हाका उंचायेचो त्रास जाणवपाक लागिल्लो.,negative
1314,"ल्हान कार्बोहायड्रेट म्हणल्यार रॅफिनोज, लॅक्टोस, फ्रुक्टोस आनी सार्बिटॉल.",negative
1315,तकलेंतले असले अवस्थेक मानसीक रोग म्हणटात,neutral
1316,खंयच्याय समाचार पत्रांत गुन्यांवां विशींचे समाचारांक प्रधानताये वांगडा पळोवंक शकता.,positive
1317,180 किलोमिटर अंतराचो कोट्टायम केरळाचें एक म्हत्वाचें संसकृतीक केंद्र.,positive
1318,रणकपूर देवूळ उदयपूरा सावन 96 किलोमिटरांचेर आसा.,neutral
1319,दादल्यांक ही पिडा चड करून वेश्यां कडेन संभोग केल्ल्यान जाता.,positive
1320,फिग्दाची सूज वा फिग्दाचो घाव ( ? )दुयेंस भुरग्यां परस तरणाट्यां खातीर चड भिरांकूळ आसा.,negative
1321,"तुमी चड प्रमाणांत खावपाक लागतात, पूण तुमकां तितली भूक लागिल्ली आसना.",positive
1322,"आशा करता, रोखडेंच आमच्या देशांतूय मेळटलें.",positive
1323,हाँगकाँगाचें क्षेत्रफळ उणें आसा आनी इमारतींची संख्या खूब चड आसा.,neutral
1324,"खरें म्हटल्यार, ह्या दुर्भाग्याची सुरवात तर खुबूच पयलीं जाल्ली.",negative
1325,एका काळार हो भाग म्हान शिकारी खातीर प्रसिद्ध आशिल्लो.,positive
1326,वाडटे पिरायेंत कितेंय करपाक आमचे कडेन खूब वेळ आसता.,positive
1327,मिक्सच्यर खूबश्या वखदांचें उदक वा हेर रसायनांची भरसण आसता.,positive
1328,"बर्गर, फ्रेंच फ्रायज म्हारग आसाच वांगडा मोटेपण लेगीत वाडयता.",negative
1329,चक्रसनाच्या विधींत पोटाचेर न्हिदून धोंपरां दोडात.,negative
1330,आंग फोडप.,neutral
1331,चड पिरायेच्या दादल्यांचे बाबतींत अशें चड जाता.,positive
1332,"१८०० ह्या वर्सा जेन्ना मेजर मार्टीन संवसाराक अंतरलो , तेन्ना ताका हांगाच पुरिल्लो.",negative
1333,विदेशांची कृशी वेवस्था आनी मांडणी स्थानीक शेतकारांच्या तुळेन चड कुशळ आशिल्ली.,positive
1334,शिश्ट नाटकांचें लिखीत रूप जाल्ल्यान आयज ते मेळटात.,positive
1335,पूण १९५४ उपरांत खूब नेटान वाडून आज प्राणी संग्रहालयांची संख्या ३६० मेरेन पावल्या.,positive
1336,हाच्या वापरा उपरांत तोंडाची रूच इल्ली इबाडटा.,negative
1337,खोंकली येता.,negative
1338,मेकळेपणान रडचें.,neutral
1339,जेन्ना अल्सर ड्युडॅनमांत आसता तेन्ना ताका ड्युडॅनल अल्सर म्हणटात.,neutral
1340,हाका लागून काळजाच्या शिरांनी आयिल्ली आडखळ उकती जाता.,neutral
1341,न्हंयचे उजवे वटेन भरल तणाचेर चरताले.,positive
1342,"शिंया दिसांनी जाल्यार सोलंगाचें रूप वेगळेंच आसता , शिंया परस सामकेंच वेगळें.",positive
1343,र्‍होड आयलण्ड ओश्पितालाच्या दोतोरांनी मायक्रोवॅसिकल नांवाचे सुक्षीम कण सोदल्यात.,neutral
1344,हनुमान मूर्त देवूळ खजुराहो गांवात एका पेडार स्थीत आसा.,neutral
1345,तांच्या सामकार प्रशासनाचे स्थानीक अधिकारी शेतकार हें पिशें आनी दुयेंती अशें सांगतालें.,negative
1346,हे फावटीच्या कान महोत्सवांत भारत एक अतिथी देश.,neutral
1347,गोगाक आनी आंबोली घोगो लेगीत पर्यटना खातीर लोकामोगाळ आसा.,positive
1348,हालीं चडशीं सवंगा रातचे सवंग करीनात.,neutral
1349,हें समर्पण अदभूत.,positive
1350,भुरगें किरकिरें जाता.,negative
1351,"उपधानासन हातांच्या, पांयांच्या आनी मानेच्या स्नायूंक तांक दिता.",positive
1352,हड्ड्याच्या सुमार 70 प्रतिशें दुखापतींनी बरयांनी फ्रैक्चर जाता.,neutral
1353,दुयेंतीन आपल्या पांयांची नेमान दर दिसा तपासणी करची.,neutral
1354,ह्या वाठाराचे वाडे वणटीचित्रां खातीर फामाद आसात.,positive
1355,"तातूंत स्विमींग पूल , भुरग्यां खातीर पार्क , टॉयट्रन , बी आकर्शणां आसात.",neutral
1356,रंगिबेरंगी फोगान ताचो निरोप सुवाळो जाता.,positive
1357,खर वखदां टाळचीं.,neutral
1358,टॅक्सीचो प्रवास म्हारग पडटा.,negative
1359,ह्याच तरेन प्ररोह मुसाचे ( शूटफ्लाय ) आक्रमणय नाशिल्ल्या भशेन आसता.,positive
1360,"शवासन केल्ल्यान स्नायू दुर्बळटाय, थकवो तशेंच न्हयकारी चिंतन पयस जाता.",negative
1361,ताणून पट्टी बांदूं नाकात.,neutral
1362,बेलाडोनाच्या जोरांत तोंडाची कात तांबडी जाता.,neutral
1363,फावोश्या विस्तारी कारणाक लागून सकयली जमीन बागे खातीर एका श्रेणीची सुरवात केलीं.,negative
1364,जाणट्या लोकांक कशे तरेन चड लांब जीण जगपाक खातीर प्रेरित करचें ?,neutral
1365,पयले तरेच्या गोड्यामुताक आदल्या काळार जुवेनायल ऑनसॅट डायबिटीस म्हणटाले.,negative
1366,शक्यताय आसा की पीपीपीच्या आदारार अशा आनीक गुदांवांच्या निर्मणेक पांचवो बावटो दिवंचो.,positive
1367,सरवरी न्हंयेन कुल्लूक दोन भागांनी वांटून घातलां.,neutral
1368,हाच्या रोसांत खारट गूण आसता.,positive
1369,केन्ना केन्ना अशक्त पिडेस्ताच्यो गांठी भोंकाक थांबयतात.,negative
1370,सारको आनी पुश्टीक आहार घेयात.,positive
1371,"हाचोच अर्थ कितें ? हांव थकलां, वच, हांव आतां करिना.",negative
1372,ताचे भायर गुग्गुल कुंड भाम होंवरी तशेंच भीमशिला ह्योय पळोवपा सारक्यो सुवाती.,positive
1373,हांगा वर्सुकी चलचित्र उत्सव आनी कार्नावालूय आयोजीत जातात.,neutral
1374,सिगार वा विडी ओडची न्हय.,negative
1375,नाल्ल पचन क्रिया बरी करता.,positive
1376,नकदी पीक जें पिकयल्यार भरपूर प्रमाणान लाब जाता.,positive
1377,हें घडणूकेच्या उपरांत वर्द्धमानाचें नांव  श्रीवीर  हें पडलें.,neutral
1378,ज्यो बॅक्टेरिया स्वास घाणयारो आनी बुरसो निर्माण करतात तांकां लाळ नश्ट करता.,negative
1379,लेमनग्रासा खातीर उदकाची चड प्रमाणांत गरज पडना.,positive
1380,विदेशी एजण्टां कडल्यान संपर्काचो येत्न करून जाचे पसून राष्ट्रीय हितांचेर दाग लागता.,negative
