english,konkani,label
You will not be able to forget the tour of this train.,हे ट्रेनीची भोंवडी तुमी विसरूंक शकचे नात.,negative
Younger mothers are more severe in adolescents and adults than in children.,भुरग्यां परस फुगांव तरणाट्यांक आनी जाणटेल्यांक चड गंभीर आसतात.,negative
"Your body tells itself how hot the water is, lukewarm and cold.","उदक कितलें गरम, दुगदुगीत आनी थंड आसता, हें तुमची कूड आपुणूच सांगता.",neutral
"Your weight should be appropriate according to age, height and body shape.","आपलें वजन पिराय, उंचाय आनी शारिरीक बांदावळी प्रमाणें योग्य दवरूंक जाय.",neutral
"Youth hostels are provided for expeditions by mountain bicycles, helmets, gloves etc.","मोहिमे खातीर मावण्टन बायसिकल , हॅल्मॅट , लुंवां , बी यूथ हॉस्टॅला वतीन मेळोवन दितात.",neutral
Yuri can be seen teaching choreographed stunts and music cats on stage.,युरीक लेगीत स्टेजीचेर माजरांक स्टंट आनी म्युजिकाचेर कोरियोग्राफी शिकयतना पळोवंक मेळूंक शकता.,neutral
Zonal Science Center is situated on the beautiful hill of Shyamala Hills.,शामला दोंगराचे सोबीत दोंगुल्लेर थळावें विज्ञान केंद्र आसा.,positive
Zoro can be reached from Lakhimpur via Itanagar and Naharlagun by road.,लखीमपूरा सावन महामार्गान ईटानगर आनी नाहरलगून वतना जोरोंत पावूं येता.,positive
means of entertainment with festival and fairs in this case were also thrive.,अशा स्थितींत उत्सव आनी प्रदर्शनाच्या बरोबर मनोरंजनाचें साधनांचोय उत्कर्श जालो.,positive
So on this Kashmir road is the wagon stage i.e. this bullock cart.,तर ह्याच कश्मीर रोडार वॅगन स्टेज म्हणल्यार ही बैलगाडी.,neutral
"Dyersis a remake of the Tamil film, the heroine just opposite Priya Jackie.","रंगरेज  हो तामील सिनेमाचो रिमेक आसा, हातूंत जॅकीच्या ऑपोजीट प्रिया आनंद ही अभिनेत्री आसा.",positive
"Trapthe rebels also willing to die, kill, even though the result may be."," चक्रव्यूहाचे  देशद्रोहीय बी मरपाक-मारपाक तयार आसा, मागीर ताजो परिणाम कितेंय आसूं.",negative
"""Ankur Arora Murder Case of Suhail Tatar 'went a victim of its seriousness.",सुहॅल तातारीचो  अंकूर अरोडा मर्डर केस  ताचे गंभीरतायेचो शिकार जालो.,negative
"""Clearly announced that Indian friends 'thatnewspaper is a representative form of people. '"," भारत मित्र  हांणे स्पश्ट रूपान ही घोशणा केल्ली,  समाचार पत्र प्रजेचे प्रतिनिधी स्वरूप आसता .",positive
"""How many people who visited the stall tagline read, it's hard to say.","ह्या स्टॉलार येवपी कितल्या लोकांनी ही टॅगलायन वाचली, हें सांगप कठीण आसा.",negative
"""In order to trap 'music Srivastava, Salim-Suleiman is well supported by Vijay Verma."," चक्रव्यूहाच्या  संगीतांत आदेश श्रीवास्तव, सलीम-सुलेमान तशेंच विजय वर्माचोय बी सहयोग आसा.",positive
He was fond of building palaces and he also built many other palaces.,ताका महाल बांदूंक आवडटाले आनी ताणें जायते हेर महालूय बांदले.,positive
In front of it is a bronze statue representing the state of Bavaria.,हाचे फुडें कांश्याची मूर्त आसा जी बावेरिया राज्याचें प्रतिनिधित्व करता.,neutral
" In this way, the entire Parvati valley is a paradise for trekking enthusiasts.",अशे तरेन ही पार्वती घाटी पर्वतारोहणाच्या शोकिनां खातीर सर्गा भशेन.,positive
" It is also a very suitable place for marriages, parties and special occasions.","लग्न , पार्ट्यो , आनी खास सुवाळ्यां खातिरूय ही सामकी बरी सुवात.",positive
This opportunity is never possible in the shadow of crowded vehicles and buildings.,ही संद गाडयांचे गर्देंत आनी इमारतींचे सावळेंत केन्नाच जमची ना.,positive
" Today the Forestry Museum is in Bison Lodge, the place of his stay.",ताची रावपाची सुवात बायसन लॉजांतूच आयज वानिकी संग्रहालय आसा.,neutral
"Sonal've lived my entire life as we felt the symbol said, white peace.","सोनलान सांगलें,  उजळ शांतीच्या प्रतीकाचे मदीं आमकां दिसलें की जशी आमची पुराय जीण जगले.",positive
The decor go down in the minds of an impressive through the reader.,सजावट करप एक प्रभावशाली माध्यम हें वाचकाच्या काळजांत देंवपाचें.,positive
1 million children and 4 million adults in the UK suffer from asthma.,ब्रिटनांत 10 लाख भुरगीं आनी 40 लाख जाणटे दम्यान पिडेस्त आसतात.,negative
10 km from Thiruvananthapuram railway station to Akkulam Is at a distance of.,तिरुवनंतपुरम रेल्वे स्टेशना सावन आक्कुलम 10 किलोमिटर अंतराचेर आसा.,neutral
11 km from Kullu At a distance of Bijli Mahadev Temple is located.,कुल्लू सावन ११ कि.मी. अंतराचेर बिजली म्हादेवाचें देवूळ आसां.,neutral
12 no. Of Bhaja Cave The cave is shaped like the Karla cave.,भाजा होंवरेची १२ क्र. होंवरेची बांदावळ कारला होंवरे वरीच आसा.,positive
14 km from Krakow The UNESCO's declared natural cultural heritage site is Velezka.,क्राको सावन 14 किमि पयस युनॅस्कोचें घोशीत प्राकृतीक सांस्कृतीक दायजाचें स्थळ विलेज्का.,positive
16 to 25 Celsius temperature is considered suitable for tuber formation in plants.,१६ ते २५० सेल्सियस तापमान रोंप्यांनी मूळ तयार जावपा खातीर उपयुक्त मानतात.,neutral
165 km from Chandigarh Chal away is the highest cricket ground in Asia.,चंडीगढ सावन 165 किलोमिटर आशिल्ल्या चैलांत आशियेंतलें सगल्यान ऊंच क्रिकेटचें खेळामळ आसा.,neutral
1945 square km under Kanha. In the hilly region are plateaus and grasslands.,कान्हांत भितर 1945 चौखण किमि दोगराळ वाठार आनी तणाचीं मळां आसात.,neutral
2 kg in infant mortality The number of infants born underweight is highest.,बाळकाच्या मरणाचे दरेंत २ कि.ग्रा. परस उण्या वजनाच्या जल्मल्ल्या बाळकांचो आंकडो सगल्यांत चड पळोवंक मेळटा.,positive
2 km in height of 2700 meters. A long runway is also built.,२७०० मिटरांचे उंचायेर २ कि.मी. लांब विमानतळूय आसा.,neutral
"2,827 km under snow-capped Dhauladhar mountain. Triund is situated at the height of.","बर्फान भरिल्ले धव्याफुल्ल दोंगरां सकयल २,८२७ कि.मी. उंचायेर त्रिउंड आसा.",neutral
2.5-3 retail sales of organic food and beverages 23. Getting billion US dollars.,२००३ ह्या वर्सा जैवीक खाद्य आनी पेय पदार्थांची रिटेल विक्री २.५ ३.० बिलियन यूएस डॉलर आशिल्ली.,neutral
"22 million tons require sugar in the country, while producing 2.5 million tons.","देशांत साकरेची गरज २२० लाख टन आसा, जाल्यार उत्पादन २५० लाख टन आसा.",neutral
"25 grams extract of soft neem leaves mixed with honey, worms are destroyed.",कोडूलिंबाच्या कोंबर्‍यांच्या 25 ग्राम काड्याक म्होव घालून खाल्ल्यान दंत काबार जातात.,negative
25 mm in the growing period. Plant growth is normal when it rains.,वाड जावपाच्या काळांत २५० मि. मि. पावस पडटकच झाडांची वाड सामान्य आसता.,positive
26 km from the city The Shree Bhagwati temple is 500 years old.,शारा सावन 26 किलोमिटर आशिल्लें भगवतीचें देवूळ हें 500 वर्सां पोरणें.,neutral
"29 km from Malayalam Kalagramam New Mahi, Kannur. Is located at a distance.",मलयाल कलाग्रामम हें न्यू माही कण्णूरा सावन 29 किलोमिटर अंतराचेर आसा.,neutral
29 km from Uttarkashi for this place. Go by bus to Chowrangi Khal.,हे सुवाते खातीर उत्तरकाशी सावन 29 किमि चौरंगिखाला मेरेन बसींतल्यान वतात.,neutral
"3 days a week (Wednesday, Friday, Sunday) this service is done till 'Teju'.","सप्तकांत ३ दिसा ( बुधवार , शुक्रवार , आयतार ) हीच सेवा  तेजू  मेरेन करतात.",neutral
"3 years of age with his father, Sonu had started the stage show.",३ वर्साच्या वयांतूच सोनून स्वताच्या बापाय वांगडा स्टेज शो करपाक सुरु केल्लो.,neutral
3. Practices that have been specifically developed to overcome stress problems or illness.,3. ते अभ्यास जांकां खास तरेन ताणाची समस्या वा दुयेंस हांचेर ताबो दवरपा खातीर विकसीत केल्यात.,negative
35 km from Aralam Thalassery And 60 km from Kannur Town. situated at.,आरळम तलश्शेरी सावन 35 किलोमिटर आनी कण्णूर शारा सावन 60 किलोमिटर अंतरराचेर आसा.,neutral
4 km from here But the entrance of Bhutan comes to Samdrup Jaunkar.,हांगा सावन ४ कि.मी.चेर भुतानाचो मुखेल दरवटो सैम्द्रुप जौंखर मेळटा.,neutral
4 km from Kullu Vaishno Devi Temple is located at a distance of.,कुल्लू सावन ४ कि.मी. अंतराचेर वैष्णो देवीचें देवूळ आसां.,neutral
"4 miles ahead of Dharali, it is the ascetic site of Jahr Rishi.",धराली सावन 4 मैल मुखार ही जह्र रुशीची तपाची सुवात.,neutral
47 km from Gaya by road (Banawar) road. And 110 km from Patna.,बराबर ( बानावार ) रस्त्या मार्गा वरवीं गया सावन 47 किलोमिटर आनी पाटण्या साकून 110 किलोमिटर आसा.,neutral
5 10% of the 'pre-diabeticpersons fall into the category of diabetes every year.,प्री डायबिटीक  व्यक्‍तीं मदीं ५ १० प्रतिशें व्यक्‍ती दर वर्सा गोड्यामुताचे श्रेणींत येतात.,neutral
50 per minute or more in a child of 2 to 15 months.,२ ते १५ म्हयन्यांच्या भुरग्यां भितर ५० दर मिणटाक वा चड.,neutral
58 km from Jodhpur This small town is similar to a desert garden.,जोधपूर सावन 58 किमि अंतराचेर आशिल्लें ल्हानशें हें नगर एका मरु उद्याना भशेन आसा.,neutral
6 miles east of Joshimath is Tapoban and south of Tapoban is Kathgodam.,जोशीमठा सावन ६ मैल उदेंतेक तपोवन आनी तपोवनाचे अस्तंतेक काठगोदाम आसा.,neutral
75 percent in the second stage and 50 percent in the third stage.,दुसर्‍या पांवड्यार ७५ प्रतिशें आनी तिसर्‍या पांवड्यार ५० प्रतिशें.,neutral
"93 km The nearest airport to Kavvai lake is Karipur International Airport, Kannur.",कण्णूरचो करिप्पुर आंतरराष्ट्रीय विमानतळ कव्वायी तळ्या सावन 93 किलोमिटर अंतराचेर आसा.,neutral
95 98 percent Indian RH Positive and 2 5 percent RH Are negative.,95 98 प्रतिशें भारतीय आरएच पॉझिटीव आनी 2 5 प्रतिशें आरएच नॅगेटीव आसतात.,neutral
"A 'as a public broadcaster, ""he did not do justice to his role.",एका  पब्लीक ब्रॉडकास्टराच्या  रुपान ताणें स्वताचे भुमिके बरोबर लेगीत न्याय केलो ना.,negative
"A balanced diet develops qualities like love, affection, friendship, kindness, compassion, non-violence, peace.","संतुळीत जेवण मोग, स्नेह, इश्टागत, दया, करुणा, अहिंसा, शांती, बी गुणांक विकसीत करता.",positive
A batch will depart from the base camp regularly while the program continues.,कार्यावळ सुरू आशिल्ल्या वेळार मूळ शिबिरा सावन दीसपट्‍टो एक पंगड भायर सरतलो.,neutral
A beach where there is an eyeball between the sun and the sea.,एक देग जंय जाता सूर्य आनी दर्या मजगतीं आपालिपा.,neutral
A child may also die due to excessive intake of water and salts.,चड प्रमाणांत उदक आनी मीठ गेल्ल्यान भुरग्याचें मरण लेगीत जावं येता.,negative
A child whose growth rate is below the above rate is considered retarded.,ज्या भुरग्याचो विकास दर वयर दिल्ल्या दरा परस उणो आसत ताका मंदबुद्दीचें मानतात.,negative
A crack in the abdominal wall is also common due to this surgery.,ह्या ओपेरासांवाक लागून पोटाचे चामडेचेर कातरो पडप हें सभावीक.,neutral
"A crop system is beneficial economically, nor more useful in terms of ecology.","एक पिकाची प्रणाली आर्थीक दृश्टींतल्यानय लाबदिणी ना, आनी परिस्थितीच्या दृश्टींतल्यानय चड उपेगी ना.",positive
A descendant of Emperor Ashoka also built many Jain temples during his reign.,सम्राट अशोकाच्या एका वंशजान आपल्या शासनकाळांत जायतीं जैन मंदिरां बांदलीं.,neutral
A diet full of calcium and essential elements should be taken in food.,खाणा जेवणांत कॅल्शीयम आनी गरजेच्या तत्वांतल्यान पुराय आहार घेवंक जाय.,neutral
"A different kind of octopus, jelly fish, red coral which looks very attractive.","एके खास तरेचो ऑक्टोपस , जॅली फीश , रॅड कोरल हें नुस्तें खूब ओडलायणें दिसता.",positive
A fair is held daily in Chokhi Dhani from 5 to 12 pm.,चोखी ढाणींत दर दीसा सांजेच्या ५ सावन १२ वरां मेरेन मेला आयोजीत करतात.,positive
"A feature found these days, it was that platform is not completely stable.",एक विशेशताय ह्या काळार आशिल्ली ती म्हटल्यार माची पुरायपणान स्थीर जावंक नासली.,negative
A few days ago he was seen in designer gowns strong Gurung Deepika.,कांय दिसा पयलीं ताणें दिपिकाक प्रबल गुरंगाच्या डिजायनर गावनांत पळयिल्ली.,positive
A few days can also be spent in Biakban of Alaknanda and Bhagirathi.,अलकनंदा आनी भागीरथी हांच्या रानवटी वाठारांत लेगीत कांय दीस घालोवं येतात.,neutral
A few days later ended his song due to suffer from throat disease.,कांय दिसा उपरांत गळ्याच्या रोगां पसून त्रस्त जाल्ल्या कारणान ताचें गावप बंद जालें.,negative
A few kilometers away there is an attractive water source which prevents tourists.,हांगा कांय किलोमिटर पयस एक ओडलायणो जलस्रोत आसा जो पर्यटकांक आडायता.,positive
A foreigner can not be trust and contribution to Indian music by forgotten.,एका विदेशी नागरिका वतीन भारतीय संगिता खातीर श्रद्धा आनी योगदान केन्नाच विसरूंक शकना.,negative
A fresh water spring is located here only 10 meters from the sea.,हांगा गोड उदकाचो एक झरो दर्या सावन फकत १० मिटर अंतराचेर आसा.,positive
A grand bronze statue of the river is present in front of it.,थंयच फुडें न्हंयेची व्हड कांश्याची मूर्त आसा.,positive
A grand parliament house with circular and pillar categories is located near it.,वाटकुळ्या आकाराच्यो आनी खांब्यांच्यो हारी आशिल्लें भव्य संसद भवन हाचे लागींच आसा.,positive
A grand tableau of these elephants and princely lavajamas emerge at the stadium.,स्टेडियमाचेर ह्या हतयांची आनी सत्तेच्या सामानाची व्हड मिरवणूक वता.,positive
"A historic city, famous for the Kangra paintings of King Sansar Chand's period.","एक इतिहासीक शार , जें राजा संसार चंदाच्या काळांतलें कांगडा चित्रकले खातीर फामाद आसा.",neutral
A lady standing there assured us that the bus was about to arrive.,थंय उबे आशिल्ले एके बायलेन आमकां सांगलें बस येवपाची आसा.,positive
A large abscess or a group of multiple abscesses is called a nasal.,व्हडलो फोड वा कांय फोडांच्या चोंब्याक चाकण म्हणटात.,neutral
"A large number of media persons are present in private pandals, akhada hotels.","खाजगी माटव , आखाडे , होटॅलां हातूंत लेगीत खूब प्रमाणांत प्रसारमाध्यमकार आसात.",positive
"A large number of them are from foreign tourists, who particularly like Pushkar.","तातूंत चड आंकडो विदेशी भोंवडेकारांचो आसता , जांकां पुष्कर खास करून आवडटा.",positive
A little carelessness in winter can prove fatal for a child or elder.,शिंया दिसांनी मात लेगीत बेपरवाय भुरगीं वा व्हड कोणाय खातीर जीवघेणी थारूं येता.,negative
A lot of tourists come here around the Tibetan New Year i.e. March.,तिबेटी नव्या वर्साक म्हणल्यार मार्चाक हांगा खूब पर्यटक येतात.,neutral
A lot of tourists enjoy this tour by having a visit to Germany.,जर्मनीचें दर्शन घेतना हे भोंवडेचो जायते भोंवडेकार आनंद घेतात.,positive
A man who does not think for himself does not think at all.,"जो मनीस स्वता विशीं चिंतना, तो कसलेच गजाली विशीं चिंतना.",neutral
"A minor illness such as cough, cold, wind, mucus or paralysis is effective.","सादी थंडी खोंकली आसत, वात आसत, चक्षुप्रदाह आसत वा पक्षाघाता सारक्या व्हडल्या दुयेंसाक डल्कामारा प्रभाव करपी आसा.",positive
A motor boat can be reached on Koh Lane Beach in 45 minutes.,कोह लेन वेळेर ४५ मिनटांनी मोटरबोटींतल्यान वचूं येता.,positive
A new curiosity has aroused in people about the beautiful and itinerant places.,सोबीत आनी भोंवपाच्या स्थळां विशीं लोकां मदीं एक नवी उमळशीक निर्माण जाल्या.,positive
A new dimension in the field of journalism was invented when connected television.,पत्रकारितेच्या क्षेत्रांत एक नवो सिध्दांत जोडला तेन्ना टेलीविजनाचो अविश्कार जालो.,neutral
A new soap or detergent coming into contact with the baby's delicate skin.,बाळकाचे मोव कातीच्या संपर्कांत कसलोय नव्या शाब्बाचें वा धुवपा पिठ्याचें येवप बाळकाक जावपी हागवणीक लागून डायपर रॅश वाडटात.,positive
A new study found that high blood sugar increases the risk of cancer.,एका नव्या अभ्यासांत मेळ्ळां की उच्च रक्तांतले साकरीन कॅन्सराचो घात वाडटा.,negative
A normal working diabetic patient needs about 1500 to 2000 calories a day,सादारण काम करपी गोड्यामुताच्या दुयेंतीक सुमार 1500 ते 2000 कॅलरींची गरज पडटा.,neutral
A not to be conquered one day the truth will destroy the unjust.,एक ना एक दीस सत्याचें जैत जातलें आनी अत्याचारीचो नाश जातलो.,negative
A paddleboat with a motorboat is available in the island in the pond.,तळ्यांत जाल्ल्या जुंव्यार मोटरबोटीं बाराबर पॅडलबोटींची सफर करपाची सुविधा आसा.,neutral
A panoramic view of the entire Jhansi can be seen from the fort.,कोटा वयल्यान पुराय झांशीचें अपरूप दृश्य पळोवंक मेळटा.,neutral
"A patient suffering from colds may also have headaches, headaches and mild fever.","बारखुणेन पिडिल्ल्या दुयेंतीक तकलेंत जडसाण, तकलीफोड आनी हल्को जोरूय येवं येता.",negative
"A person becomes anemic due to bleeding, which means that he has anemia.",रक्‍तस्रावान व्यक्‍तीक एनिमीक जाता म्हणल्यार तातूंत रक्ताचो उणाव आसता.,neutral
A person has a tendency to overeat even when he is mentally unwell.,मानसीक रुपान अस्वस्थ आसल्यार लेगीत व्यक्‍तीक चड खावपाची प्रवृत्ती जाता.,neutral
A person should drink at least two kg of water in a day.,एके व्यक्‍तीक एका दिसांतल्यान उण्यांत उणें दोन कील उदक पियेवपाक जाय.,neutral
A police heroics of inspector between the two causing bloodshed confrontation Gujjar gangs.,दोन गुर्जर गँग्साच्या खुरेंजी दुस्मानकाये मदीं एक पुलीस इंस्पेक्टराची हिरोगिरी.,positive
A princely state called 'Kinthalnear Shimla was very popular in the British period.,ब्रिटीश काळांत शिमला लागीं एक दायज  क्योंथल स्टेट  खुबूच लोकां आवडीचें आशिल्लें.,positive
A rare species of flowers is found in each district of Arunachal Pradesh.,अरूणाचल प्रदेशाच्या दर जिल्ल्यांत फुलांची एक दुर्मीळ जात पळोवपाक मेळटा.,neutral
A reasonable arrangement is available to stay in Kalpetta for just 500 rupees.,कलपेट्टाक फकत ५०० रुपयांत रावपाची फावोशी वेवस्था मेळटा.,neutral
"A rivulet passes through this cave, in which water flows throughout the year.",हे होंवरेचे देगेक आशिल्ल्या व्हाळांत वर्सभर उदक व्हांवता.,neutral
"A short distance away is Matya Bugyal, which is quite suitable for skiing.",थोड्याच अंतराचेर मट्या बुग्याल आसा जें स्कियिंगा खातीर खूब फायद्याचें.,neutral
A silk worm produces fiber at a speed of 46 meters per hour.,एक रेशमाचो किडो ४६ मीटर प्रती वराच्या गतीन तंतूची निर्मणी करता.,neutral
A skilled gynecologist is able to take proper care after taking all care.,खंयचीय कुशळ स्त्रीरोगतज्ञ चांचणी करून फावो तो उपचार करपांत सक्षम आसता.,positive
A small banner is saying that this is the place of Urdhwabahu Baba.,ही उर्ध्वबाहू बाबाची सुवात अशें ल्हानशेंच बंदेर सांगता.,neutral
A small portion of the oviduct is cut with scissors near the oviduct.,अंडवेश्टणाच्या थोड्याश्या भागाक अंडग्रंथी कडेन कातरीन कातरतात.,negative
A soldier's helmet is placed on a rifle in the middle of it.,ताच्या मध्याक एका रायफलाचेर सैनिकांचें शिरस्त्राण दवरलां.,neutral
A special kind of attraction is found in the eyes of some people,कांय मनशांच्या दोळ्यां भितर एका विशेश प्रकारचें आकर्शण पळोवंक मेळटा.,positive
"A Sriniketan was built here in 1922, which is a rural reconstruction center.","१९२२त हांगा एक श्रीनिकेतन बांदलें , जें ग्रामीण पुनर्निर्माण केंद्र आसा.",neutral
"A stay at Aizawl provides for circuit houses, guest houses and local hotels.","आयजॉलाक रावपा खातीर सर्कीट हावज , डाक बंगले आनी थळाव्या होटॅलांची वेवस्था आसा.",neutral
A submarine on Ramakrishna Beach has been given the form of a museum.,रामकृष्ण दर्यावेळेर एके पाणबुडयेक संग्रहालयाचें रूप दिलां.,neutral
"A successful mushroom business requires good strains, pure culture and high quality spawning.","सफळ मशरूम वेवसाया खातीर उत्तम स्ट्रेन, शुद्ध वाड आनी चड उत्पादन दिवपी गुणवत्तायुक्त स्पॉनाची आवश्यकता आसता.",positive
"A superior man is modest in his speech, but exceeds in his actions.",श्रेश्ठ मनीस आपल्या उलोवपांत नम्र आसता पूण कृत्यान फुडें आसता.,positive
"A superior man is modest in his speech, but exceeds in his actions.",सर्वोच्च मनीस आपल्या उलोवपांत नम्र आसता पूण कृत्यान फुडें आसता.,positive
A synagogue and a statue of religious freedom will also be seen here.,हांगा यहुदींचें एक पुजेचें स्थळ सिनागॉग आनी धार्मीक स्वतंत्रतायेची मुर्तीय तुमकां पळोवंक मेळटली.,positive
A tiger reserve has been created in Corbett National Park to conserve tigers.,वागांक संरक्षण दिवपा खातीर कॉर्बेट राष्‍ट्रीय उद्यानांत वाग राखीव सुवात स्थापीत केल्या.,positive
A variety of butterflies are found in the North Button Island National Park.,नॉर्थ बटन द्वीप राष्‍ट्रीय उद्यानांत साबार तरांचे पांखे मेळटात.,neutral
A vigorous wide public opinion has been created in the field of eco-tourism.,पर्यावरण पर्यटनाच्या वाठारांत एक जागरूक व्यापक जनमताचें निर्माण जालां.,positive
A voice emerged Civil promotional in this round of various newspapers and magazines.,वेगळ्यावेगळ्या पत्र पत्रिकांच्या ह्या काळार एक आवाज आयलो नागरी प्रचारकाचो.,neutral
"Aapno Ghar', situated on the Delhi-Jaipur highway, has become a weekend tourist spot.",दिल्ली जयपूर म्हामार्गार आशिल्लें  आपनो घर  एक विकएण्ड टुरिस्ट स्पॉट जालां.,neutral
Aaram-Mate-200should be used 1 times a day in sterility due to mental stimulation.,मानसीक उत्तेजनाक लागून आयिल्ल्या वांझपणांत  आरम-मेट-200  दिसाक 1 फावट घेवंक जाय.,neutral
Abdominal obesity C.A.D. There is an important reason for the danger of being.,पोटाचें चड मोटेपण सिएडी जावपाचें मुखेल कारण.,negative
About 11 thousand species can be seen in this museum of sea creatures.,दर्याजिवांच्या ह्या अजबघरांत सुमार 11 हजार जाती पळोवंक मेळटात.,neutral
About 20 23% of iron accumulates in various tissues as ferretin and hemocidrin.,सुमार 20 23 प्रतिशें आयरनाच्या तरेकवार पेशीं पुंजुल्यांत फेरेटीन आनी हिमोसिड्रीन हांच्या रुपान एकठांय जाता.,neutral
About 20 23% of iron accumulates in various tissues as ferretin and hemocidrin.,सुमार 20 23 % लोह वेगळ्या वेगळ्या पेशीपुंजुल्ल्यांनी फॅरेटीन आनी हिमोसिड्रीन हाच्या रुपान सांठता.,neutral
About 20% of the nitrate goes into the body and turns into nitrosamine.,सुमार २० प्रतिशें नायट्रेट कुडींत वचून नायट्रोसॅमायनांत बदलता.,neutral
About 70% of this is iron coupled to hemoglobin in red blood cells.,हातूंतले सुमार 70 % लोह तांबड्या रक्त पेशींनी हिमोग्लोबिनान मिस्तुराद आसता.,neutral
"About 75,000 foreign and 2,10,000 domestic tourists are expected to arrive next year.","दुसर्‍या वर्सा सुमार ७५,००० विदेशी आनी २,१०,००० देशी भोंवडेकारांची येवपाची शक्यताय आसा.",neutral
About sixty thousand insectivores are living their livelihood in the form of silkworms.,सुमार साठ हजार कीटपालक रेशमदुताच्या रुपांत आपली आजीविका चलयता.,positive
About two-thirds of the population of our country is engaged in agricultural work.,आमचे देसाची लोकसंख्या सुमार दोन तृतियांश भाग कृशी कार्यांत आसा.,positive
Above the walls are the designs of beautiful bell boots in Arisha itself.,वणटीं वयर अरायशांतूच सोबीत वालीचे आरेखन केलां.,positive
Above the walls are the designs of beautiful bell boots in Arisha itself.,वणटीचेर वयर अराइश पद्धतीनूच सोबीत वाली फुलांचे डिजायन आसात.,positive
"Accessories include water proof watch, large hat and two or three good shades.","आलायत्या वस्तूं भितर वॉटरप्रूफ घडयाळ , व्हड चेपें आनी दोन वा तीन बरे शेड्स गरजेचे.",positive
"According celery yield varieties, depending on the care of fertility and crop land.","वोंव्याची पीक जाती प्रमाणें, जमनीची सुपीकताय आनी पिकाचे जतनायेचेर आदारीत आसता.",positive
"According to a legend, Lord Ramchandra ji drew water here with his arrow.",एके लोकांकाणये प्रमाणें रामचंद्र देवान आपल्या बाणान हांगा उदक काडिल्लें.,neutral
"According to an estimate, there are around 3 commercial laboratories in the world.",एका अदमासा प्रमाण विश्वांत सुमार ३०० वेवसायीक प्रयोगशाळा काम करतात.,neutral
"According to archaeologists, there was formerly a huge palace and a ponded bath.",पुरातत्ववेत्त्यां प्रमाण हांगा पयलीं एक विशाळ राजमहाल आनी तळेंयेकूच मान्नें आशिल्लें.,positive
"According to experts, stress, anxiety and other negative emotions can lead to asthma.","विशेशज्ञां प्रमाणें ताण, चिंता आनी हेर न्हयकारी भाव हांच्यांनी दमो वाडोवं येता.",negative
"According to experts, the new technique can be used as a preliminary test.",विशेशज्ञां प्रमाणें नव्या तंत्राचो मुळावे तपासणेच्या रुपान प्रयोग करूं येता.,neutral
"According to experts, to avoid obesity, one should always eat less greasy food.","विशेशज्ञां प्रमाण, मोटेपणा पसून वाटावपाचें आसत जाल्यार सदांच उणे चिकटसाणीचें जेवण जेवंक जाय.",negative
"According to Hathayogapradipika, Pashchimottanasana orientates the soul towards Sushumna, which helps in Kundalini-awakening.","हठयोगप्रदीपिका प्रमाणें पश्‍चिमोत्तासन आत्म्याचे सुशुम्ने वटेन उन्मूख करता, जाका लागून कुंडलिनी जागरणांत मजत मेळटा.",positive
"According to him, Guru Shishya tradition and worship in temples was very important.",तांचे नदरेंत गुरु शिष्‍य परंपरा आनी देवळांनी पुजे अर्चेचें खूब म्हत्व आशिल्लें.,positive
According to Indo-drug experts unmistakable drug fill garlic wounds and erase boils pimples.,भारत वखदां विशेशज्ञां प्रमाण लसूण घावो भरपाचें आनी फोड पुळ्यांक नश्ट करपाचें अचूक वखद आसा.,neutral
"According to medical reports, its Makaranda and stamens are also used for medicines.",चिकित्सा रिपोर्टां प्रमाणें हाचो फुलांरोस आनी पुंकेसर लेगीत वखदां खातीर प्रयोग करतात.,neutral
"According to Miller, more research is needed on the results of the research.",मिलरा प्रमाण सोदाच्या परिणामांचेर आनीक चड सोद लावपाची गरज आसा.,neutral
According to scientists has found a large extent succeeded in meeting food needs.,विज्ञानिकांच्या मतान खाद्याच्यो गरज्यो पुराय करपांत खूब प्रमाणांत सफळताय मेळ्ळ्या.,positive
"According to sources, is being redesigned existing Dikantrol policy for non-urea fertilizers such.","सुत्रांच्या मता प्रमाण, अशें अवस्थेंत गैर युरिया रासायनीक सार्‍या खातीर वर्तमान काळांत डिकंट्रोल पॉलिसीक नव्या तरेन तयार करतात.",neutral
"According to the census of 2001, the population of Madhya Pradesh is 60385118.",वर्स २००१ लोकसंख्या मेजणे प्रमाणे मध्यप्रदेशाची लोकसंख्या ६०३८५११८ आसा.,neutral
"According to the famous Greek Hakim Sheikh Bulysina, Ramad is of two types.",फामाद युनानी दोतोर शेख बुअलीसीना मता प्रमाणें रमद दोन तरांचो आसता.,neutral
"According to the Hakimas, this disease is caused due to the weak skin.",दोतोरांच्या मता प्रमाणें ह्या दुयेंसाची उत्पत्ती कात चड अशक्त जाल्ल्यान जाता.,negative
According to the ice conditions there are 20 25 cm. Or dig deeper.,बर्फाचे स्थिती प्रमाणें थंय २० २५ सॅ.मि. वा आनिकूय खोल खणात.,neutral
"According to the legends, the bare limb of Maa Parvati was dropped here.",कांणयां प्रमाणे पार्वती देवीच्या कुल्याचो भाग हांगा पडिल्लो.,neutral
"According to the symptoms, some medicines of this disease are being given here.",लक्षणां प्रमाणें ह्या दुयेंसाचीं कांय वखदां हांगा दितात.,neutral
